gene_id,old_1,old_2,young_1,young_2
ENSG00000239677.6|PDZRN3-AS1,12,0,0,0
ENSG00000243660.10|ZNF487,288,244,114,207
ENSG00000181800.5|CELF2-AS1,486,310,259,234
ENSG00000153048.11|CARHSP1,509,352,385,278
ENSG00000185149.6|NPY2R,63,40,36,26
ENSG00000173335.4|CST9,0,0,0,0
ENSG00000279271.1|AP006248.2,9,3,2,2
ENSG00000196933.5|RPS26P11,2,1,2,6
ENSG00000272400.1|AC103810.9,3,9,2,0
ENSG00000243244.6|STON1,91,45,16,40
ENSG00000227397.1|AC079355.2,2,3,5,3
ENSG00000075568.17|TMEM131,1978,1420,1100,1084
ENSG00000218725.2|B3GALNT2P1,0,0,0,0
ENSG00000257121.1|AC126615.2,6,7,3,0
ENSG00000124635.8|HIST1H2BJ,63,44,15,42
ENSG00000228944.1|AC004485.1,7,0,0,0
ENSG00000124159.15|MATN4,0,0,0,0
ENSG00000254483.1|SUGT1P4,0,0,0,0
ENSG00000198060.10|MARCH5,1073,435,375,320
ENSG00000258484.4|SPESP1,42,47,13,9
ENSG00000237892.1|KLF7-IT1,11,27,8,3
ENSG00000233358.2|AL035401.1,0,0,0,0
ENSG00000240704.1|KLF7P1,6,0,9,2
ENSG00000286777.1|AC012301.2,0,0,0,0
ENSG00000227992.1|AC108463.1,7,0,0,0
ENSG00000173231.6|TERF1P1,1,1,3,1
ENSG00000235080.2|MTND5P23,0,0,0,1
ENSG00000225093.1|RPL3P7,1,8,5,14
ENSG00000159023.21|EPB41,1709,827,516,651
ENSG00000115204.15|MPV17,875,628,424,451
ENSG00000264075.1|MIR4783,0,1,0,0
ENSG00000059122.16|FLYWCH1,2039,1595,1031,935
ENSG00000107954.10|NEURL1,2932,1900,1430,1342
ENSG00000252358.1|RN7SKP135,4,0,2,0
ENSG00000091129.20|NRCAM,17500,11112,7179,8414
ENSG00000112031.16|MTRF1L,838,476,291,303
ENSG00000136720.7|HS6ST1,4395,2544,1675,1595
ENSG00000221916.4|C19orf73,29,32,17,22
ENSG00000252481.1|SCARNA13,1529,746,1073,492
ENSG00000156959.9|LHFPL4,2341,1612,1141,1133
ENSG00000223379.1|AL391987.3,4,2,1,3
ENSG00000267052.3|AC005050.1,0,0,0,0
ENSG00000284071.1|AC012005.2,2,2,2,0
ENSG00000269445.1|AC067969.2,0,0,0,0
ENSG00000163464.7|CXCR1,0,0,0,0
ENSG00000265751.1|AC015878.1,0,0,0,0
ENSG00000226555.1|AGKP1,102,37,39,45
ENSG00000265606.1|MIR4695,2,0,0,0
ENSG00000206069.6|TMEM211,12,7,0,10
ENSG00000227942.1|FRMD8P1,0,2,11,0
ENSG00000253535.5|AC120193.1,13,29,19,17
ENSG00000117602.12|RCAN3,231,184,152,109
ENSG00000240216.7|CPHL1P,0,0,10,0
ENSG00000252475.1|RNU6-1332P,1,0,0,0
ENSG00000261144.1|AC092121.1,4,0,0,0
ENSG00000226539.1|AC012512.1,3,0,0,9
ENSG00000272948.2|AP001412.1,21,15,6,0
ENSG00000225243.5|AL021026.1,0,0,11,0
ENSG00000211814.1|TRAV35,0,0,0,0
ENSG00000026559.14|KCNG1,527,369,422,219
ENSG00000241324.1|AC004930.1,8,0,0,0
ENSG00000284159.1|MIR3940,1,1,1,1
ENSG00000204060.7|FOXO6,96,62,94,67
ENSG00000226411.1|AC079355.1,0,0,0,0
ENSG00000241188.3|RN7SL165P,0,0,0,1
ENSG00000234731.2|MTND4LP16,0,0,0,0
ENSG00000271848.2|AC073389.2,36,54,20,0
ENSG00000276047.1|RN7SL711P,5,9,6,28
ENSG00000225447.1|RPS15AP10,18,2,8,14
ENSG00000237193.1|AL451054.2,0,0,0,0
ENSG00000198965.4|OR10R2,0,0,4,2
ENSG00000196549.10|MME,47,18,23,33
ENSG00000261010.1|RARRES2P6,0,0,5,0
ENSG00000107742.13|SPOCK2,18904,12168,8334,7902
ENSG00000229744.1|AC011998.2,0,0,4,0
ENSG00000286383.1|AC096645.1,8,0,0,0
ENSG00000128923.11|MINDY2,3710,1480,1121,1011
ENSG00000232905.2|AL162393.1,2,0,12,0
ENSG00000275417.1|AC068726.1,4,0,0,0
ENSG00000236783.1|RPS15AP27,0,0,0,0
ENSG00000257624.1|AC004024.1,5,2,3,5
ENSG00000256346.1|AC092470.1,0,0,0,0
ENSG00000232184.1|AL662889.1,15,14,17,12
ENSG00000286866.1|AC006063.3,4,26,0,0
ENSG00000225690.1|TREML5P,0,0,0,0
ENSG00000277519.1|OFD1P16Y,0,0,0,0
ENSG00000132128.16|LRRC41,1287,988,921,689
ENSG00000248901.2|LINC01846,0,0,0,0
ENSG00000274252.1|GGTLC3,0,0,0,6
ENSG00000204118.2|NAP1L6,13,12,24,13
ENSG00000212040.3|MIR543,0,0,0,0
ENSG00000225531.1|AL807761.2,0,4,4,0
ENSG00000270897.1|AC111188.3,0,0,0,0
ENSG00000232260.2|BTF3L4P1,6,5,2,3
ENSG00000267550.1|AC022517.1,1,0,1,0
ENSG00000284618.1|AL391294.1,18,9,13,10
ENSG00000237286.1|AC004906.1,0,0,0,5
ENSG00000251536.2|AC055717.1,63,35,19,33
ENSG00000229762.1|AC092647.3,0,0,6,0
ENSG00000207454.1|RNU6-1104P,1,1,1,4
ENSG00000188112.9|C6orf132,17,0,8,18
ENSG00000198643.7|FAM3D,0,0,0,3
ENSG00000078795.16|PKD2L2,31,17,14,15
ENSG00000236325.1|AC005300.1,2,2,5,2
ENSG00000283005.1|CDC27P3,4,1,4,1
ENSG00000224403.1|DPPA2P3,0,0,0,0
ENSG00000101019.22|UQCC1,2425,805,636,720
ENSG00000214305.4|RF00017,2,0,0,0
ENSG00000228842.3|PCDH9-AS2,102,94,95,70
ENSG00000287887.1|AL391560.2,0,20,21,19
ENSG00000223923.2|AC010136.1,23,0,7,0
ENSG00000223772.1|GEMIN8P3,4,0,2,0
ENSG00000201916.1|RF00019,8,9,6,2
ENSG00000184502.4|GAST,0,0,0,0
ENSG00000224027.1|AL133456.1,5,0,0,0
ENSG00000253781.1|ZNF317P1,1,0,4,2
ENSG00000207466.1|RF00019,1,1,4,0
ENSG00000270987.1|AL133338.2,3,1,3,7
ENSG00000201939.1|RNA5SP224,1,0,1,1
ENSG00000225878.1|SERBP1P2,1,0,0,0
ENSG00000276894.1|RAB28P4,0,0,0,0
ENSG00000272072.1|AC004492.1,46,36,15,40
ENSG00000232398.1|TMPRSS11CP,21,6,5,7
ENSG00000276118.1|AC242852.1,2,2,1,3
ENSG00000119321.9|FKBP15,1558,1139,1068,745
ENSG00000277535.2|AL772284.2,0,0,0,0
ENSG00000227398.4|KIF9-AS1,304,216,148,135
ENSG00000280059.1|AC093831.2,0,0,14,2
ENSG00000214919.3|AC104472.1,0,0,5,3
ENSG00000129467.13|ADCY4,94,118,59,13
ENSG00000199082.1|MIR342,3,1,4,2
ENSG00000256362.2|LINC02375,0,0,0,0
ENSG00000287749.1|AC073091.4,29,23,17,42
ENSG00000233096.1|AC099541.1,0,0,0,0
ENSG00000213090.2|AC007256.1,66,35,13,20
ENSG00000277349.1|AC133919.3,9,22,5,18
ENSG00000261763.1|AC110716.2,22,6,22,2
ENSG00000253794.1|IGLV10-67,0,0,0,0
ENSG00000267072.2|NAGPA-AS1,66,110,30,52
ENSG00000214553.10|LRRC37A11P,20,0,15,0
ENSG00000239722.1|IMP3P2,0,0,4,0
ENSG00000201943.1|SNORD115-10,1132,297,167,533
ENSG00000226802.1|AL442647.1,0,0,6,2
ENSG00000286714.1|AC093001.2,0,0,0,0
ENSG00000256440.1|AC019209.2,0,0,0,0
ENSG00000259153.2|AC004816.1,119,131,60,63
ENSG00000259219.1|AC084855.2,24,0,5,11
ENSG00000266379.6|AC090616.5,0,0,0,0
ENSG00000265544.1|AC011824.3,40,16,11,9
ENSG00000259375.1|AC087286.3,0,0,0,0
ENSG00000234075.1|RPL35AP,0,0,0,0
ENSG00000184113.9|CLDN5,452,308,178,144
ENSG00000185933.6|CALHM1,142,82,104,86
ENSG00000231552.1|IGBP1P3,1,1,1,0
ENSG00000164746.14|C7orf57,3,0,0,5
ENSG00000271218.1|AL033384.2,0,0,3,0
ENSG00000238558.1|RNU7-21P,0,0,0,0
ENSG00000117122.13|MFAP2,22,0,3,5
ENSG00000276116.2|FUT8-AS1,17,14,25,17
ENSG00000228410.6|ELOCP24,0,0,0,0
ENSG00000275419.1|AL357075.2,0,0,0,0
ENSG00000177291.3|GJD4,59,0,0,3
ENSG00000227436.1|FCF1P1,8,2,6,2
ENSG00000258483.4|LINC02251,26,20,9,16
ENSG00000261554.1|AC037471.2,1,1,1,1
ENSG00000162512.16|SDC3,6790,3903,3628,3105
ENSG00000237456.3|AC104849.1,4,16,2,4
ENSG00000202347.1|RNU1-16P,13,9,2,3
ENSG00000235701.1|PCBP2P1,29,13,17,11
ENSG00000233456.1|LINC01077,2,0,0,0
ENSG00000103343.13|ZNF174,216,220,144,145
ENSG00000258858.1|AL583722.4,16,6,19,4
ENSG00000224687.2|RASAL2-AS1,19,54,72,49
ENSG00000257779.1|AC078814.2,1,0,0,0
ENSG00000212534.1|SNORD70,7,3,8,1
ENSG00000252454.3|MIR2114,0,0,0,0
ENSG00000199739.1|RNU6-552P,0,0,0,0
ENSG00000177181.15|RIMKLA,1939,1379,902,917
ENSG00000185670.8|ZBTB3,227,158,179,95
ENSG00000239197.1|RF01233,1,0,0,0
ENSG00000253693.1|AC008415.1,5,4,9,13
ENSG00000250190.2|LINC02364,9,0,6,0
ENSG00000228827.1|AL929410.1,0,0,0,0
ENSG00000202251.1|RF00019,2,0,0,0
ENSG00000239964.3|RN7SL748P,2,4,2,2
ENSG00000167646.13|DNAAF3,0,0,0,0
ENSG00000132837.14|DMGDH,102,75,89,38
ENSG00000265380.1|AC079070.1,0,0,0,0
ENSG00000286360.1|AC107081.4,15,20,13,10
ENSG00000279443.1|AL513497.1,11,10,9,1
ENSG00000137265.15|IRF4,11,0,13,8
ENSG00000198768.10|APCDD1L,21,12,13,6
ENSG00000211959.2|IGHV4-39,0,0,0,0
ENSG00000233496.1|SYNJ2-IT1,6,3,11,2
ENSG00000230737.1|AC106870.2,12,0,4,0
ENSG00000253923.2|AP002981.1,6,1,3,0
ENSG00000259921.1|AC022819.1,4,4,28,5
ENSG00000228518.1|SURF6P1,0,0,0,0
ENSG00000232451.2|AC018467.1,0,0,2,0
ENSG00000149328.14|GLB1L2,469,396,252,209
ENSG00000248426.1|AC113347.2,0,0,6,0
ENSG00000134871.18|COL4A2,846,534,536,455
ENSG00000201913.1|RF00019,1,0,0,0
ENSG00000266150.1|MIR4711,1,0,0,0
ENSG00000211750.2|TRBV24-1,10,0,2,0
ENSG00000251973.1|RNU6-473P,0,0,0,0
ENSG00000227289.2|HSFY3P,25,4,7,0
ENSG00000204257.15|HLA-DMA,121,49,51,28
ENSG00000157617.17|C2CD2,1109,853,509,429
ENSG00000243276.6|AC068633.1,0,0,0,0
ENSG00000276928.1|AC091304.9,0,0,0,0
ENSG00000108474.16|PIGL,317,229,198,196
ENSG00000188820.13|CALHM6,4,4,9,5
ENSG00000241411.1|AC104619.1,1,0,8,0
ENSG00000268895.6|A1BG-AS1,224,111,74,105
ENSG00000212452.1|SNORD69,2,3,6,8
ENSG00000258441.1|LINC00641,2742,1890,1499,1633
ENSG00000249305.1|AC048346.1,0,0,0,2
ENSG00000255036.6|STRA6LP,841,313,428,114
ENSG00000257281.1|AC009729.1,1,0,3,0
ENSG00000241286.2|RPL29P25,1,0,0,2
ENSG00000176058.13|TPRN,950,783,976,426
ENSG00000280646.2|RNA5SP196,1,1,1,1
ENSG00000180172.7|RPS12P23,1,1,1,1
ENSG00000271614.1|ATP2B1-AS1,520,369,446,319
ENSG00000255336.1|AP003181.1,0,0,0,0
ENSG00000279028.1|AC010223.1,45,13,9,12
ENSG00000111218.11|PRMT8,918,707,485,661
ENSG00000237816.1|RPL21P109,0,0,0,1
ENSG00000270849.1|CHCHD2P3,7,0,0,0
ENSG00000251380.3|DCANP1,2,3,14,0
ENSG00000166220.12|TBATA,0,0,0,0
ENSG00000254777.5|AC022182.1,10,0,7,0
ENSG00000145703.16|IQGAP2,98,24,69,37
ENSG00000258878.1|AL355076.3,0,0,0,0
ENSG00000165792.17|METTL17,342,281,183,183
ENSG00000212378.1|RF00592,0,0,0,0
ENSG00000227519.1|AL008719.1,0,0,5,0
ENSG00000162992.3|NEUROD1,255,153,61,111
ENSG00000227401.1|RPL37P1,2,1,2,0
ENSG00000271298.1|AL080274.1,0,0,0,0
ENSG00000231984.1|AL596266.1,0,0,0,0
ENSG00000223865.11|HLA-DPB1,293,169,75,145
ENSG00000217044.1|MTCO3P31,0,0,2,0
ENSG00000183929.7|DUSP5P1,17,1,6,5
ENSG00000200033.1|RNU6-403P,2,0,0,0
ENSG00000173868.11|PHOSPHO1,161,61,86,43
ENSG00000149182.15|ARFGAP2,2225,1671,1395,1153
ENSG00000228045.1|DNAJA1P6,4,0,0,0
ENSG00000134668.12|SPOCD1,39,0,10,12
ENSG00000105327.17|BBC3,209,207,154,108
ENSG00000254651.1|AC018716.1,0,0,0,0
ENSG00000160882.11|CYP11B1,5,0,0,0
ENSG00000237423.2|LINC01522,0,12,0,0
ENSG00000227507.2|LTB,30,36,15,44
ENSG00000212466.1|RNU6-952P,0,0,0,0
ENSG00000274033.1|AC006539.3,0,1,1,0
ENSG00000269959.1|SPACA6P-AS,61,68,55,18
ENSG00000275173.1|AC243571.1,0,0,0,0
ENSG00000252561.1|RNU1-125P,0,0,1,1
ENSG00000224274.1|ENSAP1,1,1,7,0
ENSG00000100439.10|ABHD4,211,128,117,78
ENSG00000232294.6|AL031674.1,0,0,0,0
ENSG00000197428.3|OR51D1,1,0,6,3
ENSG00000287511.1|AL109984.1,2,0,0,0
ENSG00000206743.1|RNU6-484P,2,2,1,1
ENSG00000238231.2|AL512288.2,0,0,0,0
ENSG00000232083.3|RPL31P7,11,3,5,3
ENSG00000270741.1|PRELID3BP8,6,1,4,1
ENSG00000152939.17|MARVELD2,31,22,22,0
ENSG00000239780.1|RPLP0P11,0,0,0,4
ENSG00000251694.1|USP17L9P,12,11,10,7
ENSG00000229491.5|AC136489.1,0,0,0,0
ENSG00000223037.1|RNU6-284P,0,0,0,0
ENSG00000262445.3|AC099684.2,32,16,18,12
ENSG00000010278.14|CD9,604,445,551,247
ENSG00000181143.15|MUC16,48,64,109,72
ENSG00000146574.15|CCZ1B,1218,624,550,589
ENSG00000277577.1|RF01881,1,0,0,0
ENSG00000272921.1|AC005832.4,21,19,28,7
ENSG00000227624.2|SNRPEP3,0,0,0,0
ENSG00000184564.11|SLITRK6,0,9,33,5
ENSG00000188883.4|KLRG2,0,0,4,0
ENSG00000255321.1|AC068389.3,9,9,5,5
ENSG00000108187.16|PBLD,194,146,111,111
ENSG00000224466.1|CDCA4P2,0,0,1,3
ENSG00000112499.13|SLC22A2,0,0,4,6
ENSG00000225527.1|AL450384.1,11,27,8,9
ENSG00000129535.12|NRL,84,36,74,10
ENSG00000231705.1|AL451069.2,8,0,0,0
ENSG00000271271.5|UGT2A2,0,0,0,0
ENSG00000267665.2|AC021683.3,31,31,66,39
ENSG00000166986.15|MARS,2394,1439,1243,1163
ENSG00000122859.4|NEUROG3,0,16,15,0
ENSG00000287751.1|AC015818.10,22,26,12,13
ENSG00000204019.5|CT83,0,0,0,0
ENSG00000274308.1|AC244093.1,28,26,29,5
ENSG00000243333.3|RN7SL174P,1,2,0,2
ENSG00000177875.4|CCDC184,1936,1178,1176,863
ENSG00000276248.1|AL442125.1,113,74,70,88
ENSG00000259695.2|AC090164.1,0,0,0,0
ENSG00000258325.2|ITFG2-AS1,10,5,0,2
ENSG00000254677.1|OSBPL9P2,2,6,10,0
ENSG00000111231.9|GPN3,172,112,71,82
ENSG00000224463.1|AC079354.1,4,1,1,0
ENSG00000171631.14|P2RY6,25,57,21,33
ENSG00000238302.1|RNU7-120P,1,0,0,0
ENSG00000162777.17|DENND2D,56,17,26,33
ENSG00000273886.1|RF00017,0,0,1,0
ENSG00000253007.2|SNORA50B,78,41,74,76
ENSG00000175115.12|PACS1,2709,2057,1429,1272
ENSG00000286299.1|AL121938.1,11,25,18,26
ENSG00000250662.1|HNRNPKP5,0,0,2,0
ENSG00000263466.1|AC006441.1,15,16,7,4
ENSG00000265936.1|AC091042.1,1,1,1,0
ENSG00000279659.1|AL451064.2,87,61,78,34
ENSG00000273599.1|AL731571.1,89,94,38,50
ENSG00000110777.12|POU2AF1,0,6,21,16
ENSG00000238551.1|RNU6-1193P,1,0,0,1
ENSG00000170482.17|SLC23A1,23,6,0,0
ENSG00000224605.1|AL080284.1,0,0,0,0
ENSG00000222069.1|RN7SKP285,3,5,6,0
ENSG00000261659.2|Z92544.2,78,26,19,56
ENSG00000287281.1|AC012101.2,56,5,21,26
ENSG00000275520.1|FAM236A,7,4,4,3
ENSG00000248944.1|FAM90A6P,0,0,0,7
ENSG00000221125.2|RF00012,1,0,0,0
ENSG00000287871.1|AC073632.1,0,0,5,0
ENSG00000272931.1|AC099568.2,8,3,7,3
ENSG00000182591.5|KRTAP11-1,0,0,4,2
ENSG00000167081.17|PBX3,197,160,139,94
ENSG00000168070.12|MAJIN,0,1,0,0
ENSG00000275119.1|AC244131.2,0,0,0,5
ENSG00000229824.1|RPL12P34,0,0,0,0
ENSG00000047648.23|ARHGAP6,107,86,90,69
ENSG00000247363.2|AC090061.1,0,3,14,0
ENSG00000160447.7|PKN3,68,36,31,13
ENSG00000105971.15|CAV2,159,80,33,74
ENSG00000206960.1|RNU6-793P,0,0,0,0
ENSG00000287820.1|AL050338.2,0,0,11,7
ENSG00000116785.13|CFHR3,0,0,6,0
ENSG00000249263.2|PARP4P3,0,3,0,0
ENSG00000264513.1|AC006270.1,26,24,11,3
ENSG00000173744.17|AGFG1,2054,1271,1178,999
ENSG00000238037.1|OOSP1P1,0,0,4,0
ENSG00000228667.1|AL157385.1,13,0,0,0
ENSG00000237167.1|AC128709.3,0,0,0,0
ENSG00000185883.12|ATP6V0C,8110,5204,3792,3639
ENSG00000137845.15|ADAM10,2069,1444,1370,1066
ENSG00000260895.1|AP003071.1,9,8,14,13
ENSG00000260201.2|AC141273.1,0,0,0,0
ENSG00000264644.1|KRT18P8,1,0,1,2
ENSG00000164181.14|ELOVL7,247,160,144,67
ENSG00000234275.4|AC017053.1,0,0,0,0
ENSG00000084764.11|MAPRE3,5239,3164,2061,2271
ENSG00000253734.2|LINC01289,82,64,29,25
ENSG00000233877.2|AL606517.1,1,17,0,6
ENSG00000129673.9|AANAT,33,0,6,0
ENSG00000216141.3|MIR941-2,1,2,1,1
ENSG00000201516.1|RF00432,6,2,1,4
ENSG00000255627.1|AC092862.1,0,0,0,8
ENSG00000281357.3|ARRDC3-AS1,65,38,54,33
ENSG00000269892.1|AC125494.2,0,4,7,0
ENSG00000232925.2|MRPS16P2,0,0,0,1
ENSG00000275552.1|AC243965.2,14,27,9,0
ENSG00000229338.1|AL136084.1,0,0,0,0
ENSG00000276735.1|RF00017,1,10,5,2
ENSG00000228423.2|AL357552.2,23,26,17,10
ENSG00000103642.12|LACTB,342,128,142,168
ENSG00000242320.2|RPL21P126,0,0,0,0
ENSG00000111605.18|CPSF6,3337,2259,1443,1755
ENSG00000168795.5|ZBTB5,362,260,215,158
ENSG00000255389.1|Z97989.1,72,48,43,65
ENSG00000120925.16|RNF170,940,588,588,488
ENSG00000259172.1|AC023024.1,49,33,27,14
ENSG00000266903.2|AC243964.2,7,1,18,2
ENSG00000228159.2|LINC01674,0,0,7,6
ENSG00000228063.2|LYPLAL1-DT,80,46,31,19
ENSG00000287482.1|AC124312.5,519,196,104,389
ENSG00000130558.19|OLFM1,23831,14211,10197,12069
ENSG00000143190.23|POU2F1,1406,973,772,689
ENSG00000166199.13|ALKBH3,326,169,132,173
ENSG00000236770.1|AC079325.1,0,0,0,0
ENSG00000212388.1|RNU6-796P,0,0,0,0
ENSG00000120742.11|SERP1,1447,943,843,642
ENSG00000255769.7|GOLGA2P10,374,176,212,73
ENSG00000254151.1|NIPA2P4,0,0,0,2
ENSG00000018189.13|RUFY3,8329,5287,3678,4018
ENSG00000283549.1|AC007161.3,45,27,55,0
ENSG00000275342.4|PRAG1,1573,725,869,613
ENSG00000270641.1|TSIX,58,2,75,42
ENSG00000099341.11|PSMD8,2599,1524,1186,1081
ENSG00000286254.1|AC091889.1,4,0,14,0
ENSG00000254511.1|AP002802.1,0,0,0,0
ENSG00000249152.1|LNCPRESS2,0,0,4,0
ENSG00000252366.1|RNA5SP367,0,1,0,0
ENSG00000244641.2|RPS26P43,0,0,0,0
ENSG00000275696.1|RF00017,0,0,0,2
ENSG00000249449.1|MRPL57P6,0,0,0,0
ENSG00000239906.1|AL627309.2,7,6,6,4
ENSG00000154920.14|EME1,0,0,19,0
ENSG00000251079.6|BMS1P2,227,33,60,87
ENSG00000235403.1|AC114808.1,0,0,0,0
ENSG00000241473.1|AC108734.2,1,0,0,13
ENSG00000283933.1|MIR6878,1,1,1,0
ENSG00000146676.9|PURB,3508,2298,1771,2257
ENSG00000224675.1|AC009227.1,27,21,29,20
ENSG00000271243.1|AC016727.2,0,0,0,0
ENSG00000287673.1|AC051635.1,0,0,0,0
ENSG00000010318.21|PHF7,290,220,118,111
ENSG00000232179.1|MTATP6P29,0,0,1,0
ENSG00000279268.1|AC068213.1,0,0,0,1
ENSG00000234261.4|AL138720.1,0,0,0,0
ENSG00000212594.1|RF00096,0,0,0,0
ENSG00000116266.11|STXBP3,876,718,640,509
ENSG00000233727.1|AL162389.1,0,0,0,0
ENSG00000123415.15|SMUG1,355,196,249,163
ENSG00000250398.1|AC097467.2,0,0,7,0
ENSG00000265000.1|AC068512.1,0,10,11,0
ENSG00000286920.1|AL662820.1,0,0,0,3
ENSG00000238516.1|RF00019,2,3,2,2
ENSG00000251072.2|LMNB1-DT,3,0,2,0
ENSG00000273396.3|LINC01396,17,7,6,0
ENSG00000258973.1|AL096870.2,0,0,0,0
ENSG00000085760.14|MTIF2,1735,477,266,280
ENSG00000229786.1|SNRPFP2,2,2,3,2
ENSG00000231649.3|SPATA31B1P,6,25,26,4
ENSG00000253495.1|CYCSP23,2,5,4,1
ENSG00000159556.10|ISL2,0,0,6,0
ENSG00000233757.6|AC092835.1,314,239,155,201
ENSG00000254303.1|AC037486.1,0,0,0,0
ENSG00000107831.12|FGF8,13,0,0,10
ENSG00000256705.3|AL137779.1,15,22,5,0
ENSG00000284550.1|MIR8069-1,1,1,1,0
ENSG00000256963.1|AC079602.2,0,1,8,0
ENSG00000260815.3|PPIAP47,0,0,2,4
ENSG00000130307.11|USHBP1,110,37,34,35
ENSG00000115539.14|PDCL3,599,238,254,227
ENSG00000112276.14|BVES,102,38,155,63
ENSG00000179406.8|LINC00174,518,365,341,226
ENSG00000230442.5|AC006333.1,0,0,0,0
ENSG00000201704.1|RNA5SP396,1,1,0,1
ENSG00000153086.14|ACMSD,11,24,27,11
ENSG00000240663.3|RN7SL310P,10,3,4,8
ENSG00000236102.2|AC006967.2,2,0,0,0
ENSG00000099250.18|NRP1,939,652,355,402
ENSG00000280106.1|AC008555.7,27,10,9,0
ENSG00000159082.17|SYNJ1,7293,5374,3172,3616
ENSG00000143845.15|ETNK2,148,120,136,60
ENSG00000229105.1|ASTN2-AS1,57,9,15,0
ENSG00000234211.2|AL451067.1,0,0,0,0
ENSG00000226652.3|PSMD10P2,0,2,14,2
ENSG00000285100.1|AL359555.2,12,0,11,0
ENSG00000207205.1|RNVU1-15,125,70,57,73
ENSG00000253333.1|AC146944.3,45,54,31,40
ENSG00000250708.2|LINC02269,0,0,8,6
ENSG00000258196.1|AL163973.3,0,0,0,0
ENSG00000213866.3|YBX1P10,24,6,13,20
ENSG00000279946.1|AC244034.3,35,25,38,11
ENSG00000079246.16|XRCC5,6987,3676,2546,2660
ENSG00000166206.15|GABRB3,5578,3714,2980,2925
ENSG00000270945.1|HSPE1P7,0,0,0,0
ENSG00000269028.3|MTRNR2L12,13415,5021,2775,8173
ENSG00000259370.2|AC103740.1,68,89,72,43
ENSG00000226328.7|NUP50-DT,408,332,243,213
ENSG00000187595.16|ZNF385C,38,21,48,20
ENSG00000251325.1|AC024132.3,0,0,2,0
ENSG00000237264.4|FTH1P11,167,85,76,96
ENSG00000283228.1|AC068547.1,16,0,9,32
ENSG00000227166.1|STSP1,0,0,0,0
ENSG00000206885.1|SNORA75,100,123,109,161
ENSG00000221091.1|MIR1302-5,0,0,0,0
ENSG00000176946.12|THAP4,1078,729,647,494
ENSG00000217488.2|AL356057.1,21,18,11,9
ENSG00000231245.2|C1DP1,6,29,3,6
ENSG00000263072.7|ZNF213-AS1,538,396,179,157
ENSG00000214700.5|C12orf71,0,7,8,5
ENSG00000005893.15|LAMP2,2568,1772,1604,859
ENSG00000240138.1|EEF1GP4,3,0,2,0
ENSG00000161940.10|BCL6B,45,38,31,15
ENSG00000257735.1|AC090115.1,73,0,0,35
ENSG00000255532.1|AC118942.1,0,5,0,0
ENSG00000213451.2|OR6C69P,0,0,5,0
ENSG00000276141.4|WHAMMP3,390,196,215,220
ENSG00000203645.2|LINC00501,12,0,0,8
ENSG00000227187.1|AC007435.1,0,3,0,0
ENSG00000258431.1|AC004825.1,0,0,0,0
ENSG00000270117.1|AP000769.2,0,0,0,0
ENSG00000232520.2|AC012507.2,41,53,24,21
ENSG00000259244.1|AC048382.2,11,21,5,0
ENSG00000181234.9|TMEM132C,1015,552,503,327
ENSG00000272839.1|AC011899.3,23,24,6,3
ENSG00000283755.2|CPHXL,23,11,12,3
ENSG00000231439.4|WASIR2,46,9,24,7
ENSG00000253266.1|AC100860.1,9,6,0,0
ENSG00000243845.3|RN7SL30P,7,1,4,5
ENSG00000103197.18|TSC2,3577,2749,1952,1586
ENSG00000236778.8|INTS6-AS1,120,118,60,54
ENSG00000136999.5|CCN3,405,320,181,238
ENSG00000234640.1|AL390763.1,0,0,0,0
ENSG00000138594.14|TMOD3,973,650,474,414
ENSG00000102384.13|CENPI,31,25,17,22
ENSG00000206715.1|RNU6-444P,6,5,3,3
ENSG00000163012.3|ZSWIM2,8,0,2,0
ENSG00000207442.1|SNORD116-6,2859,1390,867,2689
ENSG00000272196.2|HIST2H2AA4,190,103,67,57
ENSG00000248790.1|AC097103.1,9,5,15,6
ENSG00000261532.1|AC009065.7,2,1,2,1
ENSG00000223360.1|AC096559.1,0,0,0,0
ENSG00000252713.1|RNU6-1198P,0,0,0,0
ENSG00000185386.15|MAPK11,1383,842,788,851
ENSG00000251471.1|AC016933.1,0,0,0,0
ENSG00000207574.1|MIR661,2,0,4,2
ENSG00000286998.1|AC103974.3,75,88,31,19
ENSG00000279903.1|AP006248.3,3,2,0,0
ENSG00000249264.1|EEF1A1P9,21,8,13,18
ENSG00000172262.11|ZNF131,883,781,505,490
ENSG00000236366.3|AL359313.1,11,0,13,0
ENSG00000279611.1|AC012313.10,14,3,17,6
ENSG00000234065.2|MTND4P26,15,26,9,11
ENSG00000221273.1|MIR1237,0,1,0,0
ENSG00000271129.1|AC009027.1,0,0,1,1
ENSG00000125823.12|CSTL1,0,0,0,0
ENSG00000126860.11|EVI2A,414,400,497,182
ENSG00000189056.14|RELN,3654,1344,1165,2224
ENSG00000184162.14|NR2C2AP,148,94,60,67
ENSG00000229587.2|AL158825.2,5,3,0,0
ENSG00000149380.12|P4HA3,44,14,31,20
ENSG00000227688.2|HNRNPA3P2,12,7,4,0
ENSG00000222329.1|RNU6-1076P,1,1,1,0
ENSG00000287147.1|AC023468.1,0,0,0,0
ENSG00000287503.1|AC027243.3,0,0,4,0
ENSG00000078328.20|RBFOX1,8416,5265,3394,4236
ENSG00000009413.15|REV3L,2660,1595,1069,1269
